text,label
wood - textured sections,0
symmetrical rectangular windows,0
wood - textured panels,0
the lower part,0
a flat roof,1
five visible stories,0
either a commercial or residential structure,1
the processed sentence,0
the scattered actions,0
a smooth and fluent description,0
a large modern building,1
a gray color,0
rectangular patterns,0
horizontal slats,0
a large building facade,1
balcony edges,0
horizontal layering,0
a left,0
another large modern building facade,1
its gray color,0
ventilated openings,0
pipe structures,1
a medium - sized modern multi - floor building,1
horizontal window slits,0
glass panels,0
metal dividers,0
a modern skyscraper,1
a gray glass - paneled facade,1
reflective windows,0
horizontal dividers,0
a dark building,1
large glass windows,0
a grid - like pattern,0
a light beige modern office building,1
dark windows,0
"a rectangular , mesh - like grid appearance",0
a grey building,1
grid - like windows,0
a white commercial office building,1
a grid - like window pattern,0
the large beige skyscraper,1
multiple rectangular windows,0
a grid pattern,0
a large gray building,1
a rectangular form,0
horizontal lines,0
a slight left turn,0
another slight left turn,0
a modern high - rise building,1
a gray hue,0
rounded edges,0
the sides,0
"the large , gray , multi - story building",1
classical architecture,0
"the medium - sized , dark grey commercial building",1
roof structures,1
the building,1
a beige color,0
rectangular windows,0
architectural grooves,0
a large size,0
the modern high - rise structure,1
a horizontal louvered design,0
a structure,1
a light gray color,0
distinct horizontal layers,0
open spaces,0
a tall and narrow shape,0
a modern high - rise design,0
a location,0
a beige color,0
repetitive arched windows,0
a tall and prominent size,0
the surrounding buildings,1
a high - rise building,1
a light brown,0
arched windows,0
a linear facade pattern,1
a large art deco skyscraper,1
a light beige building,1
a brick facade,1
vertical window slits,0
a large skyscraper,1
the grey modern high - rise building,1
the right,0
a gray industrial rooftop structure,1
vent openings,0
a gray building,1
rectangular shapes,0
ridged details,0
a dark green medium - sized modern high - rise building,1
square windows,1
an extended top structure,1
"a gray , large , modern building",1
a cylindrical exterior,1
a concrete texture,0
a left turn,0
large building,1
a modern - style design,0
vertical and horizontal rectangular windows,0
a skyscraper,1
"yet another gray , spacious structure",1
a modern geometric facade,1
"a gray , large building",1
geometric windows,0
a concrete exterior,1
"a gray , modern building",1
rounded edges,0
horizontal grooves,0
rectangular windows,0
protruding air conditioning units,0
"the large , gray building",1
a detailed stone,0
arched windows,0
"the large , multi - story",0
dark blue residential or office building,1
rectangular rows,0
"a large , tall metal structure",1
a crane arm,1
its yellow color,0
a construction crane,1
a medium - sized modern urban utility building,1
a gray color,0
rectangular ventilation openings,0
its upper facade,1
a smooth concrete surface,1
the large gray building,1
"its geometric , rectangular shape",0
a medium - sized green modern skyscraper,1
an angled roof,1
multiple slopes,0
the gray - colored building,1
a distinctive grid pattern,0
evenly spaced horizontal lines,0
a moderate height,0
a residential mid,0
the large gray high - rise building,1
a rectangular shape,0
many windows,0
the tall gray commercial building,1
arch - shaped windows,0
rooftop antennas,1
a tall commercial high - rise skyscraper,1
its light beige color,0
vertical rectangular windows,0
a dominating size,0
the surrounding buildings,1
"a large , gray building",1
a rooftop structure,1
"a medium - sized , green modern rooftop structure",1
an angular roof design,1
the top,0
the large gray building,1
a brick texture,0
the large dark building,1
rectangular windows,0
the left side,0
the image,0
the mid-sized building,1
a grey facade,1
a 3 - floor residential / apartment building,1
the beige building,1
a large rectangular grid,0
the dark gray tall rectangular building,1
vertical black window stripes,0
beige tall building,1
multiple protruding vertical elements,0
a blue roof,1
the blue / grey skyscraper,1
a decorative crown,0
the top,0
a large building,1
a blue - gray color,0
curved edges,0
a smooth texture,0
the skyscraper,1
its brown color,0
large size,0
a grid pattern,0
the dark brown skyscraper,1
Irish soap,0
a similar architectural style,0
vertical window patterns,0
This structure,1
the tallest visible structure,1
an antenna,1
the skyscraper,1
a decorative spire,0
This building,1
the image,0
the beige building,1
"a tall , spire - like structure",1
the dark grey skyscraper,1
the tallest structure,1
its immediate vicinity,0
a tall stepped design,0
a distinctive peak,0
a large gray skyscraper,1
its tall structure,1
vertical rows,0
a grey building,1
a windowed facade,1
a large size,0
a gray modern building,1
large rectangular windows,0
a light grey building facade,1
multiple rectangular indents,0
a medium - sized building segment,1
rectangular windows,0
grilles and exterior mounted vents,1
this modern office or residential block,1
a medium - sized structure,1
a large beige building,1
grid - like windows,0
a flat roof,1
"Then , veer",0
another large building,1
rectangular windows,0
a modern design,0
the towering white modern high - rise building,1
the image,0
no visible windows,0
a textured facade,1
vertical and horizontal lines,0
the building,1
a light gray exterior,1
red and blue window patterns,0
a tall structure,1
symmetrical windows,0
distinct colorful designs,0
multiple stories,0
a light gray skyscraper,1
a tall building,1
multiple small arched windows,0
a rooftop area,1
a similarly colored skyscraper,1
"a tall , rectangular structure",1
vertical window patterns,0
a light grey building,1
dark windows,0
its tall and narrow form,0
vertical window columns,0
the tallest buildings,1
the vicinity,0
"a gray , medium - sized modern office",0
utility building,1
a flat rooftop,1
metal structures,1
the large gray building,1
horizontal grooves,0
rectangular openings,0
a large dark blue building,1
a lined wall,1
horizontal panels,0
the large dark grey building,1
a smooth surface,1
horizontal panel lines,0
a large modern office building,1
horizontal rectangular windows,0
a light gray circular layered structure,1
a water tank,0
a monument,0
a slight right turn,0
a grey modern building,1
medium rectangular windows,0
a right turn,0
the light gray skyscraper,1
rectangular windows,0
varying setbacks,0
different levels,0
the gray skyscraper,1
large windows,0
a rectangular shape,0
then slightly veer,0
the gray building,1
a rectangular grid pattern,0
the gray skyscraper,1
a rooftop crane,1
a beige structure,1
the lower center,0
a flat roof,1
central rooftop feature,1
a light gray building,1
its multi - story layout,0
rectangular windows,0
an expanded top section,0
a modern high - rise building,1
vertical windows,0
its significant height,0
a light beige landmark,1
a prominent rectangular structure,1
multiple floors,1
its surrounding buildings,1
"a large , gray building",1
a rectangular facade,1
recessed windows,0
"another large , gray building",1
a rectangular structure,1
stacked levels,0
horizontal grooves,0
"a large , gray residential high - rise",0
black windows,0
a rectangular design,0
"a light gray , medium - sized modern - style building",1
curved edges,0
open sections,0
the facade,1
multiple floors,1
a gray building,1
rectangular windows,0
architectural detailing,0
the light gray building,1
a flat roof,1
medium size,0
the gray skyscraper,1
the surrounding buildings,1
a grid - like window pattern,0
"a tall , large billboard advertising cola",1
"a light grey , medium - sized , multi - story building",1
a large communication tower,1
the rooftop,1
a large beige building,1
rectangular windows,0
a similar large beige multi - story apartment building,1
a large dark gray building,1
horizontal lines,0
a medium gray modern high - rise building,1
the light gray building,1
multiple levels,0
"a large , gray modern high - rise building",1
rectangular shapes,0
evenly spaced horizontal lines,0
"a large , gray building",1
rounded edges,0
a smooth concrete texture,0
"a tall , gray tower crane",1
a metallic framework,0
a right turn,0
rectangular windows,0
an angular rooftop design,1
the beige building,1
large rectangular windows,0
a gray skyscraper,1
numerous horizontal lines,0
the dark gray building,1
a curved facade,1
recessed windows,0
"the large , tall gray building",1
a rectangular shape and horizontal slits,0
a grey skyscraper,1
a vertical light grey stripe,0
the beige building,1
large vertical panels,0
a slight left turn,0
the dark gray skyscraper,1
multiple horizontal window rows,0
"a large , light beige rectangular building",1
rooftop structures,1
a central focus,0
the large gray building,1
its tall structure,1
multiple windows,0
smaller surrounding buildings,1
"a gray , small ventilation unit",0
rectangular vents,0
horizontal slats,0
"a gray , large building structure",1
a concrete - like texture,0
a left,0
"a gray , large building",1
rounded edges,0
"a beige , medium modern building",1
curved edges,0
"a large , modern residential or office building",1
a gray color,0
a design,0
horizontal and vertical panels,0
small windows,0
a large concrete wall,1
rectangular panels,0
horizontal and vertical lines,0
"a tall , modern skyscraper",1
"a grey , grid - like facade",1
rectangular openings,0
the cream building,1
a tall rectangular tower,1
a large size,0
reddish - brown window accents,0
a tall narrow structure,1
a distinctive vertical window design,0
a light gray skyscraper,1
dark window accents,0
arched windows,0
a vertical linear design,0
its surroundings,0
a white rectangular building,1
symmetrical patterns,0
a stepped base,0
nearby structures,1
a large gray building,1
broad vertical dark panels,1
white corner,0
a large grey building,1
a grid pattern,0
a large gray reinforced concrete structure,1
rounded edges,0
another large gray concrete structure,1
a cylindrical shape,0
a large gray high - rise building,1
a rectangular structure,1
multiple windows,0
a large light gray high - rise building,1
vertical lines,0
the facade,1
rooftop antennas,1
a large grey industrial or commercial building,1
a uniform concrete facade,1
horizontal window slits,0
the large building facade,1
a light blue color and horizontal slats,0
the modern building facade,1
gray color,0
rounded corners,0
rectangular cutouts,0
a large gray building,1
a cylindrical feature,0
the dark teal building,1
a modern architectural facade,1
vertical panel design,0
the modern high - rise,0
large windows,0
the building,1
its light gray color,0
dark brown and black window accents,0
This structure,1
a slanted facade,1
large vertical windows,0
the surrounding buildings,1
a large gray building,1
a rooftop,1
another large grey building,1
a multi - level structure,1
evenly spaced horizontal lines,0
a medium - sized gray modern urban high - rise,0
tall green metallic antennas,1
the surrounding high - rises,0
the light beige high - rise building,1
the tallest structure,1
its rectangular windows and sunlight reflection,0
the grey city square,1
major intersection,1
numerous corners,0
a left turn,0
rectangular building,1
a light beige high - rise building,1
rectangular windows,0
rooftop HVAC units,1
the nearby buildings,1
the large gray building,1
its rectangular shape,0
small square protrusions,1
another large gray building,1
the tallest structure,1
prominent antennas,1
a medium light gray commercial building,1
the top,0
several small windows,0
a large brown building,1
flat structures,1
small protruding components,0
a large brown building exterior,1
horizontal slats,0
the majority,0
the frontal view,0
a large louvered vent,0
light fixture,0
"the large , modern high - rise building",1
gray color and horizontal lines,0
rectangular patterns,0
office buildings,1
residential towers,1
the large building,1
a light blue color,0
rectangular windows,0
horizontal bars,0
a dark gray color and rounded corners,0
"the large , modern commercial building",1
a dark gray color,0
horizontal windows,0
the light grey skyscraper,1
a tall building,1
slotted narrow windows,0
the grey building,1
darker accents,0
a flat roof,1
a vent structure,1
This building,1
medium height,0
an urban residential or commercial structure,1
a beige object,0
rounded edges,0
recessed rectangular cutouts,0
a dark mark,0
its curved surface,1
a high - rise building,1
modern architectural design,0
a medium - height rectangular building,1
light grey walls,1
multicolored window panels,0
a vertical window alignment,0
rooftop details,1
the light blue tall skyscraper,1
a grid,0
a large building,1
a large gray building,1
"a tall , narrow structure",1
grid - like window patterns,0
rectangular skyscraper,1
large glass windows,0
numerous columns,0
the base,0
the dark structure,1
reflective glass panels,0
large cylindrical pillars,0
a tall and wide modern high - rise building,1
the light beige building,1
rectangular windows,0
vertical columns,0
the tall residential skyscraper,1
multiple windows,0
a gray and white building,1
"a tall , rectangular structure",1
a vertical window pattern,0
"the tall , light beige building",1
arched windows,0
the tallest building,1
the image,0
a large grey building,1
multiple identical windows,0
a right turn,0
a large grey skyscraper,1
its tall structure,1
a blue construction crane,1
another large skyscraper,1
its gray color,0
curved side,0
vertical window slits,0
a medium - sized light gray building,1
darker accents,0
a curved facade,1
rounded corners,0
multiple small protrusions,0
each floor,1
the buildings,1
a residential or office space,0
a light gray building,1
tall and narrow arched windows,0
surrounding buildings,1
a dark blue - grey modern building,1
multiple large rectangular sections,0
a grey apartment building,1
multiple rectangular windows,0
air conditioning units,0
a building,1
its grey color,0
large size,0
rectangular windows,0
a large building,1
grey color,0
modern architecture,0
horizontal lines,0
vertical edges,0
a large wall panel,1
dark grey color,0
a smooth surface,1
subtle texture,0
a modern facade,1
"a large , green building",1
its rectangular structure,1
distinctive paneling,0
Slightly veer,0
a medium - sized green commercial structure,1
large rooftop ventilation systems,1
a building,1
a light beige color,0
an art deco design,0
vertical lines,0
another building,1
the same light beige hue,0
having stepped setbacks,0
rooftop elements,1
a dark gray structure,1
horizontal slats,0
its large size,0
a building,1
the following sequence,0
a flat rooftop,1
evenly spaced windows,0
gray building,1
"its tall , rectangular structure",1
numerous windows,0
another large ** light gray building,1
its flat rooftop,1
a small central structure,1
the light gray large building,1
its tall structure,1
numerous windows,0
another light gray building,1
its arched windows,0
dark outlines,0
decorative cornices,0
rooftop equipment,1
a size,0
the tall gray building,1
a large rectangular structure,1
"Then , slightly veer",0
the right,0
the green structure,1
a smooth exterior,1
no visible windows,0
neighboring buildings,1
a medium height,0
either a residential or office building,1
"the large , light gray tall rectangular building",1
multiple windows,0
the tall skyscraper,1
its grey color,0
dark window panels,0
vertical glass window sections,0
a flat roof,1
the modern high - rise building,1
its gray color,0
tall stature,0
curved balconies,0
vertical segmentation,0
the building facade,1
horizontal lines,0
a large size,0
the beige residential structure,1
a medium size,0
an open interior,0
a light blue building,1
vertical rectangular windows,0
a grey building wall,1
parallel horizontal lines,0
a dark gray building facade,1
a metallic surface,1
linear patterns,0
a right,0
a grey building facade,1
horizontal louvers,0
"finally , head",0
a dark blue office building,1
horizontal slatted panels,0
a light,0
symmetrical windows,0
a flat roof,1
extended facades,1
a structure,1
a grey color,0
rectangular windows,0
a uniform grid - like pattern,0
a medium - high size,0
a modern style,0
an apartment or office building,1
"First , advance",0
the medium,0
tall building,1
its gray color,0
rectangular windows,0
rooftop structure,1
the right,0
"a large , modern high - rise building",1
grey rounded edges,0
horizontal ridges,0
a large high - rise building,1
gray prominent horizontal grooves,0
the facade,1
a large modern architectural design,0
a facade,1
a subtle warm hue,0
rectangular protrusions,0
recessed windows,0
likely an office or commercial building,1
a light gray building,1
a flat roof,1
rooftop structures,1
medium size,0
a beige smooth tiled surface,1
a large wall,1
a large grey area,0
rounded corners,0
a modern building,1
the beige panel wall surface,1
a medium - sized shadow,0
stain - like mark,0
the center,0
"a medium - sized , square , gray area",1
a flat paved surface,1
surrounding foliage,0
"a tall , light gray building",1
multiple stepped sections,0
large windows,0
a light grey,0
its stepped facade,1
arched windows,0
central column design,0
the large concrete building,1
its grey color,0
"smooth , flat surface",1
rectangular indents,0
the large gray residential apartment building,1
curved balconies,0
a medium - sized white mid-rise building,1
a flat roof,1
multiple large rectangular windows,0
a large gray high - rise building,1
numerous windows,0
the tallest dark gray skyscraper,1
the center,0
its flat roof,1
an antenna structure,1
the surrounding buildings,1
"a large , gray building",1
a flat rooftop,1
slight discoloration,0
a right turn,0
a medium - sized square space,1
a white / gray hue,0
a central large open area,0
a medium - height gray commercial building,1
its rectangular shape,0
lattice windows,0
a rooftop antenna,1
the surrounding buildings,1
a beige wall,1
large vertical grooves,0
a smooth texture,0
some dirt marks,0
a beige building facade,1
noticeable abrasions,0
a prominent dark blur,0
medium - scale size,0
its surroundings,0
"a modern , minimalist design",0
"a gray , medium - sized square paved area",1
a left,0
"a light beige , large building",1
tall windows,0
decorative arches,0
a light gray building,1
orange reflections,0
the windows,0
its columns,0
unique window arrangement,0
a grey building,1
a grid window arrangement,0
tall structure,1
a dark building,1
black rectangular windows,0
most surrounding buildings,1
a high - rise,0
a right - angle corner,0
moderate size,0
a multi - story modern building,1
a large gray building,1
an industrial design,0
multiple rectangular windows,0
"the tall , rectangular building",1
a grey color,0
multiple windows,0
"a similar tall , gray structure",1
a grid - like facade,1
the vicinity,0
a large blue - green building wall,1
its smooth surface and horizontal lines,1
rectangular residential building,1
similar horizontal lines,0
a left turn,0
another gray building,1
prominent air vents,0
its roof,1
a tall gray modern high - rise building,1
a large rectangular shape,0
multiple windows,0
"a green , medium - sized modern office building",1
a vertical white stripe,0
the left side and multiple antennas,1
the roof,1
a gray medium - sized commercial building,1
a flat roof,1
a billboard,1
another gray large multi - story building,1
a facade,1
vertical columns,0
rectangular windows,0
a grid pattern,0
the tan wall,1
large rectangular tiles,0
the brown wall,1
a large smooth surface,1
a large white antenna structure,1
the roof,1
a medium - sized beige / gray commercial building,1
a large brown bottle structure,1
the light grey building,1
multiple columns,0
numerous windows,0
a straight line,0
the modern building,1
a large dark gray facade,1
linear windows,0
a beige and dark blue structure,1
rectangular windows,0
the wall,1
a large building,1
a significant portion,0
the image,0
a modern residential or office building,1
a beige and blue construction,0
horizontal slit windows,0
a modern commercial building,1
"the tall , large , grey skyscraper",1
numerous windows,0
"the tall , light brown building",1
a linear grid - like window pattern,0
both vertical and horizontal elements,0
the light gray building,1
a flat rooftop,1
HVAC units,0
other structural components,0
medium size,0
slightly veer,0
the gray office building,1
a large billboard,1
a car advertisement,0
the light beige commercial skyscraper,1
its large rooftop antenna structure,1
multiple floors,1
the gray building,1
rectangular windows,0
multiple floors,1
the large beige building facade,1
horizontal slats,0
a medium - sized rectangular building,1
a light gray exterior,1
detailed windows,0
roof structures,1
"a large , tall building",1
a gray exterior,1
multiple windows,0
a prominent dark arched entrance,0
the green modern building,1
a blocky facade,1
evenly spaced rectangular panels,0
surrounding buildings,1
the medium - sized grey building,1
the medium - sized white building,1
a rooftop,1
"a light gray , medium - sized , flat - roofed building",1
"a large , grey building",1
"tall , narrow arched windows",0
a stepped design,0
the gray structure,1
horizontal slats,0
thin vertical lines,0
a large size,0
a modern building facade,1
grey rectangular building,1
an antenna,1
the gray skyscraper,1
large rectangular windows,0
a gray skyscraper,1
a billboard,1
a grey tall rectangular structure,1
multiple windows,0
a left,0
a gray tall building,1
another grey building,1
a grid - like window pattern,0
the modern building,1
its large size,0
gray color,0
rectangular windows,0
the next landmark,1
"a large , gray cylindrical building",1
horizontal grooves,0
the modern architectural structure,1
"a large , grey , horizontally extended box - like building",1
the grey building,1
rectangular windows,0
vertical lines,0
rectangular windows,0
a light beige multi - storied structure,1
architectural detailing,0
a medium - height light gray building,1
a flat roof,1
an antenna structure,1
satellite dish,0
the center,0
its surroundings,0
a modern office or apartment building,1
a light gray exterior,1
horizontal paneling,0
evenly spaced recessed window lines,0
a medium - to - large size,0
multiple floors,1
"a very large , tall , multi - tiered building",1
its light beige color,0
brown window frames,0
numerous windows,0
detailed architectural design,0
a tall building,1
light gray color,0
rectangular windows,0
a flat roof,1
a medium - sized building,1
visible rooftop structures,1
a residential or office building,1
the modern gray building facade,1
large rectangular window gaps,0
a uniform grid pattern,0
the modern high - rise building,1
a beige or light gray color,0
large deep window recesses,0
dark interiors,0
the gray building,1
large rectangular windows,0
horizontal bands,0
the tall modern gray high - rise,0
rectangular horizontal window slots,0
a beige building,1
large rectangular grid - like windows,0
a light brown building,1
medium - sized rectangular windows,0
a stone facade,1
a light beige building,1
"tall , narrow structures",1
arched and rectangular shapes,0
the light beige building,1
multiple windows,0
a rectangular shape,0
a rooftop sign,1
a flat roof,1
a light gray building,1
rectangular windows,0
multiple floors,1
classic architectural design,0
a light brown building,1
a light beige rectangular building,1
decorative stonework,0
very large and multi-story,0
a high - rise building,1
the beige building,1
large rectangular windows,0
a vertical structure,1
the tall gray building,1
a rectangular shape,0
multiple rows,0
the light gray building,1
a medium - sized satellite tower,1
the rooftop,1
the large grey building,1
horizontal window slits,0
the tall light grey commercial office building,1
vertical stripes,0
a ladder structure,1
"a gray , tall rectangular building",1
many windows,0
a dark structure,1
reflective windows,0
a grid - like window arrangement,0
the surrounding area,0
the tallest building,1
the center,0
the scene,0
This dark gray structure,1
a rectangular grid - like window pattern,0
a flat rooftop,1
its neighboring buildings,1
a building,1
white and light grey hues,0
rectangular windows,0
multiple stories,0
another building,1
light gray tone,0
prominent arched windows,0
intricate architectural design,0
the surrounding structures,1
the blue - gray building,1
"large , rectangular protrusions",0
horizontal and vertical grooves,0
the gray skyscraper,1
"its large , rectangular windows",0
modern architectural design,0
"a large , grid - like pattern",0
small windows,0
the grey,0
", multi - story modern urban commercial structure",1
rectangular forms,0
grid - like mounted air conditioners,0
"a large , modern building",1
a gray color,0
", rounded corners",0
horizontal grooves,0
a large gray structure,1
a modern concrete design,0
rectangle - shaped indents,0
a small vent unit,0
the upper - left side,0
repeated patterns,0
"the tall , grey rectangular building",1
multiple windows,0
the gray building,1
rectangular windows,0
multiple floors,1
tall and high - rise,0
the grey urban rooftop,1
a medium - sized building,1
a building,1
a beige color,0
weathered appearance,0
dark metallic structures,1
the roof,1
a flat roof,1
prominent black metallic structures,1
other buildings,1
rooftop equipment,1
The structure,1
its surroundings,0
the area,0
"the beige , tall , rectangular building",1
horizontal grooves,0
another structure,1
a horizontal layered facade,1
deep - set rectangular windows,0
This large building,1
a modern high - rise,0
the light brown skyscraper,1
a tall structure,1
multiple levels,0
the gray office building,1
its rectangular shape,0
multiple windows and medium size,0
the next light brown building,1
arched windows,0
"a tall , narrow profile",0
a gray modern building facade,1
"large , rectangular vertical panels",0
a gray structure,1
rectangular openings,0
external air conditioning units,0
a medium - sized modern residential or office building,1
the medium - sized gray apartment building,1
horizontal slats,0
protruding balconies,0
the large gray skyscraper,1
rectangular windows,0
the tall light,0
beige modern building,1
similar window designs,0
the large gray modern building,1
a concrete texture,0
the large light,0
modern high - rise building,1
recessed windows,0
the gray window grille,0
medium - sized horizontal slats,0
"the large , modern high - rise building",1
the large building,1
multiple rounded edges,0
a slight right turn,0
the gray skyscraper,1
modern architecture,0
horizontal lines,0
the medium commercial structure,1
prominent industrial pipes,0
its roof,1
"the light beige , tall , and prominent rectangular structure",1
a consistent pattern,0
the surrounding buildings,1
a high - rise building,1
the medium - sized gray building,1
a tall rectangular structure,1
rooftop details,1
the large steel - gray suspension bridge,1
twin towers,1
a right turn,0
the large red suspension bridge,1
the large dark gray building,1
arched windows,0
a slight stop,0
a symmetric facade,1
rectangular stone windows,0
residential or commercial purposes,0
a grey multi - story structure,1
flat roofs,1
large size,0
a gray high - rise building,1
an antenna,1
its rooftop,1
a dark grey building,1
the surrounding structures,1
a rooftop,1
a crane,1
a light - colored skyscraper,1
its large size,0
vertical windows,0
the large building,1
black and beige colors,0
its large windows,0
multi-story structure,1
"the large , dark gray modern skyscraper",1
grid window patterns,0
"the similarly large , dark gray modern office building",1
a grid - like pattern,0
"the dark , large building",1
a tall rectangular structure,1
many windows,0
the large beige and red building,1
rooftop structures,1
expansive flat surfaces,1
the large grey tall building,1
the skyscraper,1
a dark grey color,0
a grid - like window pattern,0
the vicinity,0
the light beige building,1
brown window accents,0
a skyscraper,1
the gray skyscraper,1
a tall building,1
